venue_id,venue_name,address,locality,province,postal_code,latitude,longitude,google_maps_url,field_type_raw,surface_raw,source_url,scraped_at
1105,ALGETE - PVO. DUQUE DE ALGETE (HA),CAMINO VEREDA DE LA LOBERA S/N,Algete,Madrid,28110,40.59816379999999,-3.5103412,"https://www.google.com/maps?q=40.59816379999999,-3.5103412",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1105,2026-08-05T00:54:39.112473+00:00
1106,FUENTE EL SAZ - PVO. MUNICIPAL ALICIA GOMEZ PRADA ,AVDA. JULIAN SANCHEZ 21,Fuente El Saz De Jarama,Madrid,28140,40.6282603,-3.5170291,"https://www.google.com/maps?q=40.6282603,-3.5170291",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1106,2026-08-05T00:54:39.356863+00:00
1107,MANZANARES EL REAL (HA),CALLE CAÑADA 66,Manzanares El Real,Madrid,28410,40.7287184,-3.8597046,"https://www.google.com/maps?q=40.7287184,-3.8597046",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1107,2026-08-05T00:54:39.775770+00:00
1108,EL MOLAR - CENT. DEP. FUENTE DEL TORO (HA),AVDA. DE LA CONSTITUCIÓN S/N,Molar (El),Madrid,28710,40.7439583,-3.5770499,"https://www.google.com/maps?q=40.7439583,-3.5770499",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1108,2026-08-05T00:54:39.809267+00:00
1109,S.S. REYES - MATAPIÑONERA (HB),AVDA. MATAPIÑONERA S/N,San Sebastián De Los Reyes,Madrid,28700,40.5448464,-3.6171875,"https://www.google.com/maps?q=40.5448464,-3.6171875",Fútbol 11,Hierba Natural,https://www.rffm.es/campo/1109,2026-08-05T00:54:39.778855+00:00
111,COLEGIO SAN AGUSTIN (HA),CALLE DE PADRE DAMIÁN 18,Madrid,Madrid,28036,40.4554615,-3.6864914,"https://www.google.com/maps?q=40.4554615,-3.6864914",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/111,2026-08-05T00:54:39.804644+00:00
1110,S.S. REYES - RAFAEL DELGADO ROSA - DEHESA BOYAL 1 (HA),AVDA. NAVARRONDÁN S/N,San Sebastián De Los Reyes,Madrid,28700,40.5570045,-3.6274634,"https://www.google.com/maps?q=40.5570045,-3.6274634",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1110,2026-08-05T00:54:39.862491+00:00
11110216,VALDEMORO (ANEXO ESTADIO - BOLITAS-1 H.A.),"PASEO DEL PRADO, 50",Valdemoro,Madrid,28343,40.1933812,-3.6567675,"https://www.google.com/maps?q=40.1933812,-3.6567675",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/11110216,2026-08-05T00:54:39.867300+00:00
1112,S.S. REYES - PVO. MUNICIPAL (HB),AVDA. NAVARRONDÁN S/N,San Sebastián De Los Reyes,Madrid,28700,40.5570045,-3.6274634,"https://www.google.com/maps?q=40.5570045,-3.6274634",Fútbol 11,Hierba Natural,https://www.rffm.es/campo/1112,2026-08-05T00:54:39.929821+00:00
1113,SAN AGUSTIN DE GUADALIX - PVO. MUNICIPAL (HA),CALLE FÉLIX CIMAS PRADOS 1,San Agustín Del Guadalix,Madrid,28750,40.6807493,-3.6193607,"https://www.google.com/maps?q=40.6807493,-3.6193607",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1113,2026-08-05T00:54:39.961796+00:00
1114,TRES CANTOS - JAIME MATA - FORESTA 1 (HA),"AVDA DE LA VEGA,S/N",Tres Cantos,Madrid,28760,40.6078657,-3.7095592,"https://www.google.com/maps?q=40.6078657,-3.7095592",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1114,2026-08-05T00:54:40.586705+00:00
1116,SOTO DEL REAL - MPAL. AMANCIO AMARO (HA),CALLE EGIDILLO 37,Soto Del Real,Madrid,28791,40.7475691,-3.7851429,"https://www.google.com/maps?q=40.7475691,-3.7851429",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1116,2026-08-05T00:54:40.591428+00:00
1117,PEDREZUELA - PVO. MUNICIPAL (HA),CALLE DEL POLIDEPORTIVO S/N,Pedrezuela,Madrid,28723,40.7478257,-3.5998417,"https://www.google.com/maps?q=40.7478257,-3.5998417",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1117,2026-08-05T00:54:40.739241+00:00
1118,TRES CANTOS - KEKA VEGA - FORESTA 2 (HA),"AVDA DE LA VEGA,S/N",Tres Cantos,Madrid,28760,40.6078657,-3.7095592,"https://www.google.com/maps?q=40.6078657,-3.7095592",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1118,2026-08-05T00:54:40.807137+00:00
112,DEHESA VILLA (T),CALLE DEL ALCALDE MARTIN DE ALZAGA 4,Madrid,Madrid,28039,40.4629768,-3.7161161,"https://www.google.com/maps?q=40.4629768,-3.7161161",Fútbol 11,Tierra,https://www.rffm.es/campo/112,2026-08-05T00:54:40.743451+00:00
1121,VALDETORRES DEL JARAMA - PVO. MUNICIPAL (HA),CAMINO DE LA VEGA 1,Valdetorres De Jarama,Madrid,28150,40.6957472,-3.5175403,"https://www.google.com/maps?q=40.6957472,-3.5175403",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1121,2026-08-05T00:54:40.861814+00:00
1122,ALCOBENDAS - OSCAR MOLINA (HA),CALLE DE MANUEL DE FALLA 54,Alcobendas,Madrid,28100,40.5528691,-3.6410655,"https://www.google.com/maps?q=40.5528691,-3.6410655",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1122,2026-08-05T00:54:40.831866+00:00
1123,PARACUELLOS - PVO. MUNICIPAL (HA),AVENIDA DE LOS DEPORTES S/N,Paracuellos De Jarama,Madrid,28860,40.5016136,-3.5221014,"https://www.google.com/maps?q=40.5016136,-3.5221014",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1123,2026-08-05T00:54:40.887307+00:00
1124,TALAMANCA DEL JARAMA - PVO. MUNICIPAL (HA),CAMINO DEL CUBILLO 2,Talamanca De Jarama,Madrid,28160,40.7475888,-3.5117566,"https://www.google.com/maps?q=40.7475888,-3.5117566",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1124,2026-08-05T00:54:41.239755+00:00
1126,EL VELLON - MUNICIPAL LA NAVA (HA),TRAVESÍA DEHESA S/N,Vellón (El),Madrid,28722,40.7694419,-3.585982499999999,"https://www.google.com/maps?q=40.7694419,-3.585982499999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1126,2026-08-05T00:54:41.400103+00:00
1128,TRES CANTOS - LA LUZ (HA),AVDA. DE LA LUZ S/N,Tres Cantos,Madrid,28760,40.603126,-3.7079005,"https://www.google.com/maps?q=40.603126,-3.7079005",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1128,2026-08-05T00:54:41.592840+00:00
1129,COLMENAR VIEJO - PVO. MPAL. LORENZO RICO (HA),CALLE DE LAS HUERTAS 55,Colmenar Viejo,Madrid,28770,40.65394879999999,-3.7650163,"https://www.google.com/maps?q=40.65394879999999,-3.7650163",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1129,2026-08-05T00:54:41.642741+00:00
1130,ALCOBENDAS - ESTADIO LUIS ARAGONÉS (HA),AVDA. DE LA TRANSICIÓN ESPAÑOLA 7,Alcobendas,Madrid,28108,40.5358358,-3.622150699999999,"https://www.google.com/maps?q=40.5358358,-3.622150699999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1130,2026-08-05T00:54:41.879264+00:00
1131,TRES CANTOS - FORESTA 3 (HA),AVDA. LA VEGA S/N,Tres Cantos,Madrid,28760,40.6078657,-3.7095592,"https://www.google.com/maps?q=40.6078657,-3.7095592",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1131,2026-08-05T00:54:41.821461+00:00
1134,S.S. REYES - RAFAEL DELGADO ROSA - DEHESA BOYAL 2A (HA),AVDA. NAVARRONDÁN S/N,San Sebastián De Los Reyes,Madrid,28702,40.5569643,-3.6274206,"https://www.google.com/maps?q=40.5569643,-3.6274206",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1134,2026-08-05T00:54:42.026450+00:00
1136,ALCOBENDAS - CIUDAD DPTVA. VALDELASFUENTES (HA),CALLE DE MIGUEL DE CERVANTES S/N,Alcobendas,Madrid,28100,40.5514695,-3.6501542,"https://www.google.com/maps?q=40.5514695,-3.6501542",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1136,2026-08-05T00:54:41.833943+00:00
1138,ALCOBENDAS - MARIO SUÁREZ 1 (HA),CALLE DE FCO. LARGO CABALLERO 2,Alcobendas,Madrid,28100,40.5528947,-3.6477834,"https://www.google.com/maps?q=40.5528947,-3.6477834",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1138,2026-08-05T00:54:42.023045+00:00
1139,COLMENAR VIEJO - ALBERTO RUIZ (HA),CALLE TOMILLO S/N,Colmenar Viejo,Madrid,28770,40.6577674,-3.7599447,"https://www.google.com/maps?q=40.6577674,-3.7599447",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1139,2026-08-05T00:54:42.061329+00:00
11406548,ALCOBENDAS - COLEGIO BASE (HA),CALLE DEL CAMINO ANCHO 10,Alcobendas,Madrid,28109,40.509816,-3.611237,"https://www.google.com/maps?q=40.509816,-3.611237",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11406548,2026-08-05T00:54:42.201542+00:00
1141,S.S. REYES - MATAPIÑONERA (HA),AVDA. MATAPIÑONERA S/N,San Sebastián De Los Reyes,Madrid,28700,40.5448464,-3.6171875,"https://www.google.com/maps?q=40.5448464,-3.6171875",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1141,2026-08-05T00:54:42.296154+00:00
1145002,COLEGIO SEK EL CASTILLO (HA),CALLE CASTILLO DE ALARCÓN 49 - URB. VILLAFRANCA DEL CASTILLO,Villanueva De La Cañada,Madrid,28691,40.4728207,-3.941198,"https://www.google.com/maps?q=40.4728207,-3.941198",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/1145002,2026-08-05T00:54:42.562046+00:00
116,C.D.M. VICENTE DEL BOSQUE (HA),AVDA. MONFORTE DE LEMOS 13,Madrid,Madrid,28029,40.4787123,-3.693340099999999,"https://www.google.com/maps?q=40.4787123,-3.693340099999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/116,2026-08-05T00:54:42.597108+00:00
117,COLEGIO NTRA. SRA. DEL RECUERDO (HA),PLAZA DUQUE DE PASTRANA 5,Madrid,Madrid,28036,40.4690847,-3.6779234,"https://www.google.com/maps?q=40.4690847,-3.6779234",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/117,2026-08-05T00:54:42.567337+00:00
11789343,GETAFE - PVO. CERRO BUENAVISTA (HA),AVDA. DE LAS ARCAS DEL AGUA S/N,Getafe,Madrid,28905,40.2952448,-3.7443479,"https://www.google.com/maps?q=40.2952448,-3.7443479",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11789343,2026-08-05T00:54:42.808928+00:00
118,PVO. LA CABRERA - Bº DEL PILAR (HA),CALLE DE LA CABRERA S/N,Madrid,Madrid,28035,40.4719489,-3.7176112,"https://www.google.com/maps?q=40.4719489,-3.7176112",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/118,2026-08-05T00:54:42.779730+00:00
119,CIUDAD REAL MADRID 1 (HB),CAMINO DE SINTRA 4,Madrid,Madrid,28055,40.4726532,-3.611888500000001,"https://www.google.com/maps?q=40.4726532,-3.611888500000001",Fútbol 11,Hierba Natural,https://www.rffm.es/campo/119,2026-08-05T00:54:42.890119+00:00
11932690,GALAPAGAR - EL CHOPO 2A (HA),CALLE GUADARRAMA 129,Galapagar,Madrid,28260,40.5827992,-4.0105757,"https://www.google.com/maps?q=40.5827992,-4.0105757",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11932690,2026-08-05T00:54:42.971690+00:00
11932696,GALAPAGAR - EL CHOPO 2B (HA),CALLE GUADARRAMA 129,Galapagar,Madrid,28260,40.5827992,-4.0105757,"https://www.google.com/maps?q=40.5827992,-4.0105757",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11932696,2026-08-05T00:54:43.011237+00:00
11932702,GALAPAGAR - EL CHOPO F7 (HA),CALLE GUADARRAMA 129,Galapagar,Madrid,28260,40.5827992,-4.0105757,"https://www.google.com/maps?q=40.5827992,-4.0105757",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11932702,2026-08-05T00:54:43.233996+00:00
120,COLEGIO VALDELUZ (HA),CALLE DE FERMIN CABALLERO 53,Madrid,Madrid,28034,40.48303,-3.7076177,"https://www.google.com/maps?q=40.48303,-3.7076177",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/120,2026-08-05T00:54:43.442475+00:00
1201,ALPEDRETE - PVO. MUNICIPAL (HA),CALLE DEL CAMPO DE FÚTBOL S/N,Alpedrete,Madrid,28430,40.6544448,-4.0191608,"https://www.google.com/maps?q=40.6544448,-4.0191608",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1201,2026-08-05T00:54:43.418325+00:00
1202,COLMENAREJO - PVO. MUNICIPAL (HA),CTRA. DE VILLANUEVA DEL PARDILLO S/N,Colmenarejo,Madrid,28270,40.55262949999999,-4.0120984,"https://www.google.com/maps?q=40.55262949999999,-4.0120984",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1202,2026-08-05T00:54:43.482036+00:00
1203,MAJADAHONDA - ATLETICO DE MADRID C.D. (HA) CAMPO 2,CALLE CERRO DEL ESPINO S/N,Majadahonda,Madrid,28220,40.4615266,-3.8616329,"https://www.google.com/maps?q=40.4615266,-3.8616329",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1203,2026-08-05T00:54:43.534463+00:00
1204,MORALZARZAL - PVO. MUNICIPAL (HA),CALLE CAÑADA 50,Moralzarzal,Madrid,28411,40.6797866,-3.957303899999999,"https://www.google.com/maps?q=40.6797866,-3.957303899999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1204,2026-08-05T00:54:43.726331+00:00
1206,POZUELO - COLEGIO ESCOLAPIOS (HA),AVDA. DE BULARAS S/N,Pozuelo De Alarcón,Madrid,28224,40.4456723,-3.8163286,"https://www.google.com/maps?q=40.4456723,-3.8163286",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1206,2026-08-05T00:54:43.717055+00:00
1207,POZUELO - VALLE DE LAS CAÑAS 1 (HA),AVDA. JUAN ANTONIO SAMARANCH TORELLÓ 8,Pozuelo De Alarcón,Madrid,28223,40.4206223,-3.8198176,"https://www.google.com/maps?q=40.4206223,-3.8198176",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1207,2026-08-05T00:54:43.767060+00:00
1208,TORRELODONES - JULIÁN ARIZA (HA),PASEO JOAQUÍN RUÍZ GIMÉNEZ 24,Torrelodones,Madrid,28250,40.57257,-3.92347,"https://www.google.com/maps?q=40.57257,-3.92347",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1208,2026-08-05T00:54:43.872842+00:00
1209,VALDEMORILLO - PVO. MPAL. DEHESA ALGODONALES (HA),AVENIDA DE SEGOVIA S/N,Valdemorillo,Madrid,28210,40.502177,-4.0637773,"https://www.google.com/maps?q=40.502177,-4.0637773",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1209,2026-08-05T00:54:44.226435+00:00
121,COLEGIO EL PRADO (HA),CALLE DE LA COSTA BRAVA 4,Madrid,Madrid,28034,40.496165,-3.7021785,"https://www.google.com/maps?q=40.496165,-3.7021785",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/121,2026-08-05T00:54:44.258968+00:00
1210,COLLADO VILLALBA (HA),CALLE DE LA GRANJA 18,Collado Villalba,Madrid,28400,40.6397863,-4.003570799999999,"https://www.google.com/maps?q=40.6397863,-4.003570799999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1210,2026-08-05T00:54:44.311770+00:00
1211,VILLANUEVA DE LA CAÑADA (HA),AVENIDA DE MIRASIERRA 4,Villanueva De La Cañada,Madrid,28691,40.4540985,-3.996055,"https://www.google.com/maps?q=40.4540985,-3.996055",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1211,2026-08-05T00:54:44.288450+00:00
1212,GALAPAGAR - EL CHOPO (HA),CALLE GUADARRAMA 129,Galapagar,Madrid,28260,40.5827992,-4.0105757,"https://www.google.com/maps?q=40.5827992,-4.0105757",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1212,2026-08-05T00:54:44.506717+00:00
1213,LAS MATAS - PVO. MUNICIPAL SAN JOSE (HA),CAMINO GARZO 79,LAS MATAS,Madrid,28290,40.5545313,-3.8859751,"https://www.google.com/maps?q=40.5545313,-3.8859751",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1213,2026-08-05T00:54:44.940207+00:00
1214,VILLANUEVA DEL PARDILLO 1 (MUNICIPAL JUAN MANUEL ANGELINA)(HA),"AVDA. DE LOS ESTUDIANTES, 3",Villanueva del Pardillo,Madrid,28229,40.482844,-3.9720197,"https://www.google.com/maps?q=40.482844,-3.9720197",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1214,2026-08-05T00:54:44.471059+00:00
12146865,S.S. REYES - COLEGIO SEK (HA),PASEO DE LAS PERDICES 2,San Sebastián De Los Reyes,Madrid,28707,40.6221311,-3.5877123,"https://www.google.com/maps?q=40.6221311,-3.5877123",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/12146865,2026-08-05T00:54:44.692287+00:00
1215,HOYO DE MANZANARES (HA),AVDA. DE LA CABILDA 4,Hoyo De Manzanares,Madrid,28240,40.6241348,-3.906618,"https://www.google.com/maps?q=40.6241348,-3.906618",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1215,2026-08-05T00:54:45.095255+00:00
1216,MAJADAHONDA - INST. DEP. LA OLIVA - CTRO. OESTE (HA),CALLE SOROLLA 1,Majadahonda,Madrid,28220,40.456415,-3.8648036,"https://www.google.com/maps?q=40.456415,-3.8648036",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1216,2026-08-05T00:54:45.102190+00:00
12174145,FUENLABRADA - IRENE FERRERAS (HA),AVDA. DE NUEVO VERSALLES 1,Fuenlabrada,Madrid,28942,40.299057,-3.830172,"https://www.google.com/maps?q=40.299057,-3.830172",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12174145,2026-08-05T00:54:45.469993+00:00
12178064,OÑA - SANCHINARRO (HA),"AV. DE FRANCISCO PI Y MARGALL, 77",Madrid,Madrid,28050,40.4906505,-3.659851,"https://www.google.com/maps?q=40.4906505,-3.659851",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12178064,2026-08-05T00:54:45.291424+00:00
1218,LAS ROZAS - PVO. DEHESA DE NAVALCARBON (HB),AVDA. NTRA. SRA. DEL RETAMAR 16,Las Rozas de Madrid,Madrid,28232,40.5069984,-3.8895955,"https://www.google.com/maps?q=40.5069984,-3.8895955",Fútbol 11,Hierba Natural,https://www.rffm.es/campo/1218,2026-08-05T00:54:45.999741+00:00
1219,BUITRAGO (HA),CALLE PEÑALTA 1,Buitrago Del Lozoya,Madrid,28730,40.9916421,-3.6409956,"https://www.google.com/maps?q=40.9916421,-3.6409956",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1219,2026-08-05T00:54:45.728541+00:00
122,RAMON GOMEZ SERNA (HA),CALLE RAMÓN GOMEZ DE LA SERNA S/N,Madrid,Madrid,28035,40.4818238,-3.7265092,"https://www.google.com/maps?q=40.4818238,-3.7265092",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/122,2026-08-05T00:54:46.128514+00:00
1220,LAS ROZAS - RECINTO FERIAL (HA),CALLE CASTILLO DE SIMANCAS 2,Las Rozas de Madrid,Madrid,28232,40.5100332,-3.8955439,"https://www.google.com/maps?q=40.5100332,-3.8955439",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1220,2026-08-05T00:54:46.133987+00:00
1221,POZUELO - COLEGIO RETAMAR (HA),CALLE PAJARES 22 - ENTRADA POR VIA DE SERVICIO DE M-502,Pozuelo De Alarcón,Madrid,28223,40.4261105,-3.8060975,"https://www.google.com/maps?q=40.4261105,-3.8060975",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1221,2026-08-05T00:54:46.359860+00:00
1222,POZUELO - PVO. EL PRADILLO (HA),CAMINO DE LAS HUERTAS S/N,Pozuelo De Alarcón,Madrid,28223,40.4428467,-3.813659999999999,"https://www.google.com/maps?q=40.4428467,-3.813659999999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1222,2026-08-05T00:54:46.172879+00:00
1223,MAJADAHONDA - ATLETICO DE MADRID C.D. (HB) ,CALLE CERRO DEL ESPINO S/N,Majadahonda,Madrid,28220,40.4615266,-3.8616329,"https://www.google.com/maps?q=40.4615266,-3.8616329",Fútbol 11,Hierba Natural,https://www.rffm.es/campo/1223,2026-08-05T00:54:46.390969+00:00
1224,MAJADAHONDA - ATLETICO DE MADRID C.D. (HA) CAMPO 3,CALLE CERRO DEL ESPINO S/N,Majadahonda,Madrid,28220,40.4615266,-3.8616329,"https://www.google.com/maps?q=40.4615266,-3.8616329",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1224,2026-08-05T00:54:46.364251+00:00
12278192,ALCALA - CIUDAD DPTVA. EL VAL 2 (HA),AVDA. VIRGEN DEL VAL S/N,Alcalá De Henares,Madrid,28804,40.4835144,-3.3466721,"https://www.google.com/maps?q=40.4835144,-3.3466721",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12278192,2026-08-05T00:54:46.707177+00:00
12278209,ARGANDA - CIUDAD DEL FUTBOL 2 (HA),CALLE MAR CANTÁBRICO 21 B,Arganda Del Rey,Madrid,28500,40.2924784,-3.4290005,"https://www.google.com/maps?q=40.2924784,-3.4290005",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12278209,2026-08-05T00:54:46.825271+00:00
12280603,FUENLABRADA - EL NARANJO 2 (HA) ,PASEO RIAZOR S/N,Fuenlabrada,Madrid,28942,40.3010915,-3.8088656,"https://www.google.com/maps?q=40.3010915,-3.8088656",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12280603,2026-08-05T00:54:46.996796+00:00
12280618,FUENLABRADA - EL NARANJO 1 (HA) ,PASEO RIAZOR S/N,Fuenlabrada,Madrid,28942,40.3010915,-3.8088656,"https://www.google.com/maps?q=40.3010915,-3.8088656",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/12280618,2026-08-05T00:54:47.031993+00:00
